game_id,winner_team,last_day,n_players,end_reason,villager_votes_cast,villager_votes_received,villager_survived,seer_votes_cast,seer_votes_received,seer_survived,doctor_votes_cast,doctor_votes_received,doctor_survived,werewolf_votes_cast,werewolf_votes_received,werewolf_survived,seer_n_inspects,seer_inspect_success_rate,doctor_n_heals,doctor_heal_success_rate,werewolf_n_wolf_votes,wolf_day_consistency_rate,wolf_active_days
74789348,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,6.5,0.25,0.0,2.0,0.0,4.0,0.0,1.0,7.0,2.0,1.0,1.0,0.0,3.0,0.3333333333333333,3.0,1.0,2.0
74789380,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,4.5,0.25,4.0,10.0,0.0,4.0,0.0,1.0,7.0,2.0,1.0,2.0,0.5,3.0,0.3333333333333333,3.0,1.0,2.0
74789412,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,5.5,0.25,2.0,2.0,0.0,4.0,2.0,1.0,6.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0
74789441,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,1.25,0.5,4.0,0.0,1.0,4.0,2.0,1.0,4.5,10.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74789534,Villagers,3.0,8,Reason: All werewolves exiled.,4.5,1.25,0.5,2.0,12.0,0.0,6.0,4.0,1.0,7.5,10.0,0.0,1.0,1.0,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74789723,Villagers,3.0,8,Reason: All werewolves exiled.,5.0,3.25,0.5,2.0,3.0,0.0,0.0,2.0,0.0,6.0,8.0,0.0,2.0,0.5,1.0,0.0,2.0,0.6666666666666666,3.0
74789727,Villagers,3.0,8,Reason: All werewolves exiled.,4.5,1.25,0.5,0.0,2.0,0.0,2.0,12.0,0.0,7.5,8.0,0.0,1.0,1.0,1.0,0.0,2.5,0.6666666666666666,3.0
74789792,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.0,0.75,4.0,2.0,1.0,2.0,1.0,0.0,4.5,10.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74789799,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,5.5,0.5,4.0,1.0,0.0,6.0,2.0,1.0,7.5,8.0,0.0,3.0,0.3333333333333333,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74789828,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,2.0,0.5,4.0,5.0,0.0,2.0,12.0,0.0,7.5,5.0,0.0,3.0,0.6666666666666666,1.0,0.0,2.5,1.0,3.0
74789830,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,0.75,0.5,4.0,6.0,1.0,4.0,0.0,1.0,4.5,9.0,0.0,2.0,1.0,2.0,0.0,1.5,1.0,2.0
74789831,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,2.5,0.5,4.0,5.0,0.0,2.0,10.0,0.0,7.5,5.0,0.0,3.0,0.6666666666666666,1.0,0.0,2.5,1.0,3.0
74789901,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74789939,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,4.5,0.25,2.0,12.0,0.0,4.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,3.0,0.3333333333333333,3.0,1.0,2.0
74789943,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74789984,Villagers,2.0,8,Reason: All werewolves exiled.,3.5,1.25,0.75,4.0,2.0,1.0,0.0,2.0,0.0,4.5,9.0,0.0,2.0,0.5,1.0,0.0,1.5,0.5,2.0
74789993,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,3.5,0.25,2.0,12.0,0.0,4.0,2.0,1.0,6.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74789995,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,5.0,0.25,4.0,0.0,1.0,2.0,2.0,0.0,6.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0
74789997,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,3.0,0.5,4.0,4.0,0.0,6.0,2.0,1.0,6.0,10.0,0.0,3.0,0.3333333333333333,3.0,0.3333333333333333,2.0,0.6666666666666666,3.0
74789998,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74790010,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,4.5,10.0,0.0,2.0,0.5,1.0,0.0,1.5,0.5,2.0
74790013,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,2.0,3.0,1.0,4.0,2.0,1.0,4.5,10.0,0.0,2.0,0.0,2.0,0.5,1.5,0.5,2.0
74790017,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.0,0.75,4.0,3.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74790020,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,5.0,0.5,2.0,4.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,2.0
74790036,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74790047,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.0,4.5,0.25,4.0,6.0,0.0,4.0,4.0,1.0,7.0,1.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0
74790050,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,1.75,1.0,0.0,2.0,0.0,4.0,0.0,1.0,4.5,10.0,0.0,1.0,1.0,2.0,0.5,1.5,0.5,2.0
74790053,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.0,3.5,0.25,4.0,4.0,1.0,4.0,6.0,0.0,6.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0
74790060,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.0,0.75,4.0,2.0,1.0,2.0,1.0,0.0,4.5,10.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74790067,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74790077,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,4.5,0.5,0.0,2.0,0.0,4.0,10.0,0.0,7.0,1.0,1.0,1.0,0.0,2.0,0.5,3.0,1.0,2.0
74790080,Villagers,3.0,8,Reason: All werewolves exiled.,4.5,0.75,0.75,4.0,12.0,0.0,4.0,2.0,1.0,7.5,12.0,0.0,3.0,0.6666666666666666,3.0,0.0,2.5,0.6666666666666666,3.0
74790082,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.25,0.75,4.0,2.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74790092,Villagers,3.0,8,Reason: All werewolves exiled.,4.5,5.25,0.5,0.0,2.0,0.0,6.0,0.0,1.0,7.5,8.0,0.0,1.0,1.0,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74790094,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,1.25,0.5,4.0,2.0,1.0,4.0,0.0,1.0,4.5,10.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74790099,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,3.0,1.0,4.0,0.0,1.0,4.5,12.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74790103,Villagers,3.0,8,Reason: All werewolves exiled.,5.0,3.5,0.75,4.0,5.0,0.0,6.0,0.0,1.0,7.5,13.0,0.0,3.0,0.6666666666666666,3.0,0.6666666666666666,2.5,0.6666666666666666,3.0
74790112,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74790127,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,0.5,1.0,2.0,7.0,0.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,1.0,2.0
74790129,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,0.0,1.0,2.0,3.0,0.0,4.0,4.0,1.0,4.5,12.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74790135,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,3.0,0.25,4.0,0.0,1.0,2.0,12.0,0.0,6.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0
74790138,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.0,0.75,4.0,3.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74790147,Villagers,2.0,8,Reason: All werewolves exiled.,3.5,0.75,0.75,4.0,6.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.0,2.0,0.5,1.5,0.5,2.0
74790153,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,6.0,0.25,0.0,2.0,0.0,4.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74790154,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,1.25,0.5,4.0,2.0,1.0,4.0,0.0,1.0,4.5,10.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74790162,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,5.5,0.25,0.0,2.0,0.0,4.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.5,2.0
74790165,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,0.75,1.0,4.0,6.0,1.0,4.0,0.0,1.0,4.5,12.0,0.0,2.0,0.5,2.0,1.0,1.5,0.5,2.0
74790166,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,5.5,0.25,0.0,2.0,0.0,4.0,0.0,1.0,6.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74790172,Villagers,4.0,8,Reason: All werewolves exiled.,4.0,6.0,0.25,8.0,9.0,1.0,6.0,1.0,0.0,9.0,7.0,0.0,4.0,0.5,4.0,0.5,3.0,0.75,4.0
74790176,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,0.5,1.0,2.0,5.0,0.0,0.0,2.0,0.0,4.5,9.0,0.0,2.0,1.0,1.0,0.0,1.5,1.0,2.0
74790182,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,1.75,1.0,0.0,2.0,0.0,4.0,0.0,1.0,4.5,10.0,0.0,1.0,1.0,2.0,0.5,1.5,1.0,2.0
74790183,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",4.5,3.0,0.25,0.0,2.0,0.0,4.0,8.0,0.0,6.0,6.0,0.5,1.0,1.0,2.0,0.0,2.0,0.6666666666666666,3.0
74790185,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.5,0.75,2.0,1.0,0.0,4.0,2.0,1.0,4.5,9.0,0.0,2.0,0.5,2.0,0.0,1.5,1.0,2.0
74790197,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,0.5,1.0,2.0,3.0,0.0,0.0,2.0,0.0,4.5,10.0,0.0,2.0,1.0,1.0,0.0,1.5,0.5,2.0
74790200,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,5.0,0.5,2.0,2.0,0.0,0.0,2.0,0.0,7.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.5,2.0
74790201,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,2.0,0.5,4.0,3.0,0.0,2.0,12.0,0.0,7.5,6.0,0.0,3.0,0.6666666666666666,1.0,0.0,2.5,0.6666666666666666,3.0
74790212,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,3.0,0.5,2.0,10.0,0.0,4.0,1.0,0.0,7.5,6.0,0.0,1.0,0.0,3.0,0.0,2.5,0.6666666666666666,3.0
74790213,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",3.5,3.0,0.0,2.0,10.0,0.0,6.0,0.0,1.0,8.0,8.0,0.5,1.0,1.0,4.0,0.25,3.0,0.3333333333333333,3.0
74790220,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,5.5,0.5,2.0,4.0,0.0,4.0,4.0,0.0,7.0,2.0,1.0,2.0,0.0,3.0,0.3333333333333333,3.0,0.5,2.0
74790226,Werewolves,4.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",5.0,3.0,0.25,4.0,5.0,0.0,4.0,10.0,0.0,6.5,7.0,0.5,3.0,0.3333333333333333,2.0,0.5,2.5,0.6666666666666666,3.0
74790228,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",4.0,2.25,0.25,2.0,3.0,0.0,4.0,8.0,0.0,6.0,7.0,0.5,2.0,0.5,1.0,0.0,2.0,0.6666666666666666,3.0
74790229,Villagers,2.0,8,Reason: All werewolves exiled.,3.5,1.25,0.75,4.0,2.0,1.0,4.0,0.0,1.0,4.5,12.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74790231,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",2.5,1.0,0.5,4.0,8.0,0.0,2.0,12.0,0.0,6.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0
74790232,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,1.5,0.5,4.0,3.0,0.0,2.0,12.0,0.0,7.5,7.0,0.0,3.0,0.6666666666666666,1.0,0.0,2.5,0.6666666666666666,3.0
74790265,Villagers,3.0,8,Reason: All werewolves exiled.,2.5,4.0,0.25,6.0,7.0,1.0,6.0,2.0,1.0,7.5,6.0,0.0,3.0,0.6666666666666666,3.0,0.3333333333333333,2.5,1.0,3.0
74790301,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,5.0,0.5,0.0,2.0,0.0,2.0,2.0,0.0,6.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0
74790302,Villagers,3.0,8,Reason: All werewolves exiled.,5.0,4.5,0.75,4.0,5.0,0.0,6.0,2.0,1.0,7.5,10.0,0.0,3.0,0.3333333333333333,3.0,0.6666666666666666,2.5,0.6666666666666666,3.0
74790336,Villagers,3.0,8,Reason: All werewolves exiled.,3.0,2.25,0.25,6.0,2.0,1.0,2.0,12.0,0.0,7.5,6.0,0.0,3.0,0.3333333333333333,1.0,0.0,2.5,0.6666666666666666,3.0
74790339,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,1.0,0.5,6.0,20.0,0.0,4.0,2.0,0.0,9.0,8.0,1.0,3.0,0.6666666666666666,3.0,0.0,3.0,1.0,3.0
74790408,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,5.0,0.5,4.0,3.0,0.0,0.0,2.0,0.0,7.5,5.0,0.0,3.0,0.6666666666666666,1.0,0.0,2.5,0.6666666666666666,3.0
74790415,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,5.5,0.5,0.0,2.0,0.0,2.0,2.0,0.0,6.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.5,2.0
74790420,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,3.75,0.5,2.0,2.0,0.0,2.0,8.0,0.0,7.5,5.0,0.0,2.0,0.5,1.0,0.0,2.5,1.0,3.0
74790421,Villagers,3.0,8,Reason: All werewolves exiled.,6.0,2.75,1.0,2.0,4.0,0.0,6.0,2.0,1.0,7.5,15.0,0.0,2.0,0.5,3.0,0.6666666666666666,2.5,0.6666666666666666,3.0
74790429,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.0,5.5,0.25,0.0,2.0,0.0,4.0,0.0,1.0,6.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
74790430,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,0.75,0.5,4.0,6.0,1.0,4.0,0.0,1.0,4.5,9.0,0.0,2.0,1.0,2.0,0.0,1.5,1.0,2.0
74790435,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,3.0,0.5,6.0,3.0,1.0,6.0,4.0,1.0,7.5,11.0,0.0,3.0,0.3333333333333333,3.0,0.6666666666666666,2.5,1.0,3.0
74790447,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",4.0,3.25,0.25,2.0,3.0,0.0,4.0,6.0,0.0,6.0,6.0,0.5,2.0,1.0,2.0,0.0,2.0,0.6666666666666666,3.0
74790448,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.5,0.75,2.0,1.0,0.0,4.0,0.0,1.0,4.5,10.0,0.0,2.0,0.0,2.0,0.0,1.5,0.5,2.0
74790466,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,0.75,0.5,4.0,6.0,1.0,4.0,0.0,1.0,4.5,9.0,0.0,2.0,1.0,2.0,0.0,1.5,0.5,2.0
74790489,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,4.5,10.0,0.0,2.0,0.0,1.0,0.0,1.5,0.5,2.0
74790493,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,3.0,0.5,2.0,10.0,0.0,0.0,2.0,0.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0
74790507,Villagers,2.0,8,Reason: All werewolves exiled.,2.0,1.25,0.5,4.0,2.0,1.0,4.0,0.0,1.0,4.5,9.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74790514,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,2.25,0.5,2.0,12.0,0.0,6.0,0.0,1.0,7.5,9.0,0.0,1.0,0.0,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74790519,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,6.0,0.25,0.0,2.0,0.0,4.0,2.0,1.0,7.0,2.0,1.0,1.0,0.0,3.0,0.3333333333333333,3.0,1.0,2.0
74790535,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,5.0,0.5,6.0,5.0,1.0,6.0,0.0,1.0,7.5,9.0,0.0,3.0,0.6666666666666666,3.0,0.6666666666666666,2.5,0.6666666666666666,3.0
74790538,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,0.75,0.5,4.0,4.0,1.0,4.0,2.0,1.0,4.5,9.0,0.0,2.0,0.5,2.0,0.0,1.5,0.5,2.0
74790540,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,3.5,0.5,4.0,3.0,0.0,6.0,0.0,1.0,7.5,11.0,0.0,3.0,0.6666666666666666,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74790549,Werewolves,2.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,3.0,0.5,2.0,12.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0
74790559,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,0.0,1.0,4.0,4.0,1.0,2.0,5.0,0.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,1.0,2.0
74790561,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,1.25,0.5,4.0,0.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.0,1.5,0.5,2.0
74790563,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74790568,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,4.5,0.5,4.0,3.0,0.0,0.0,2.0,0.0,7.5,6.0,0.0,3.0,0.6666666666666666,1.0,0.0,2.5,0.6666666666666666,3.0
74790569,Villagers,3.0,8,Reason: All werewolves exiled.,3.5,5.0,0.5,4.0,1.0,0.0,2.0,2.0,0.0,7.5,6.0,0.0,3.0,0.3333333333333333,2.0,0.0,2.5,1.0,3.0
74790572,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,1.75,0.5,2.0,1.0,0.0,4.0,8.0,0.0,6.0,9.0,0.0,2.0,0.0,2.0,0.0,2.0,0.6666666666666666,3.0
74790575,Villagers,3.0,8,Reason: All werewolves exiled.,3.0,5.25,0.25,6.0,0.0,1.0,4.0,0.0,1.0,7.5,8.0,0.0,3.0,0.6666666666666666,3.0,0.3333333333333333,2.5,0.6666666666666666,3.0
74790577,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,0.5,0.75,4.0,5.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74790578,Villagers,3.0,8,Reason: All werewolves exiled.,4.0,4.5,0.5,6.0,3.0,1.0,6.0,2.0,1.0,7.5,10.0,0.0,3.0,0.3333333333333333,3.0,0.6666666666666666,2.5,0.6666666666666666,3.0
74790610,Villagers,3.0,8,Reason: All werewolves exiled.,2.5,4.0,0.25,6.0,2.0,1.0,4.0,7.0,0.0,7.5,5.0,0.0,3.0,0.3333333333333333,3.0,0.0,2.5,1.0,3.0
74790616,Villagers,2.0,8,Reason: All werewolves exiled.,3.5,1.25,0.75,4.0,2.0,1.0,4.0,0.0,1.0,4.5,12.0,0.0,2.0,1.0,2.0,0.5,1.5,0.5,2.0
74790649,Villagers,2.0,8,Reason: All werewolves exiled.,3.0,1.25,0.75,4.0,2.0,1.0,4.0,0.0,1.0,4.5,11.0,0.0,2.0,0.5,2.0,0.5,1.5,0.5,2.0
74790650,Villagers,2.0,8,Reason: All werewolves exiled.,2.5,0.75,0.5,4.0,2.0,1.0,4.0,6.0,1.0,4.5,8.0,0.0,2.0,0.5,2.0,0.0,1.5,1.0,2.0
74790652,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=2, len(villagers)=2).",3.5,5.0,0.5,0.0,2.0,0.0,4.0,8.0,0.0,7.0,1.0,1.0,1.0,0.0,2.0,0.5,3.0,1.0,2.0
74790681,Villagers,2.0,8,Reason: All werewolves exiled.,4.0,0.5,1.0,2.0,3.0,0.0,0.0,2.0,0.0,4.5,10.0,0.0,2.0,0.5,1.0,0.0,1.5,0.5,2.0
74790718,Werewolves,3.0,8,"Reason: len(werewolves) >= len(villagers). Final counts: len(werewolves)=1, len(villagers)=1).",3.0,3.75,0.0,4.0,3.0,0.0,6.0,0.0,1.0,6.0,8.0,0.5,3.0,0.6666666666666666,3.0,0.0,2.0,0.6666666666666666,3.0
